Month,crop_name,Price,Rainfall,Temperature,season,typhoon_count
2020-02,Palay,19.86,158.64,31.65,Dry,1
2020-02,Mais_White,11.43,158.64,31.65,Dry,1
2020-02,Mais_Yellow,17.84,158.64,31.65,Dry,1
2020-02,Eggplant,52.22,158.64,31.65,Dry,1
2020-02,Okra,74.26,158.64,31.65,Dry,1
2020-02,Tomato,59.18,158.64,31.65,Dry,1
2020-02,Ampalaya,75.75,158.64,31.65,Dry,1
2020-02,Squash,22.22,158.64,31.65,Dry,1
2020-02,Patola,45.9,158.64,31.65,Dry,1
2020-02,Upo,69.06,158.64,31.65,Dry,1
2020-02,Cucumber,44.03,158.64,31.65,Dry,1
2020-02,Pechay,50.78,158.64,31.65,Dry,1
2020-02,Mustard,39.76,158.64,31.65,Dry,1
2020-02,Kangkong,26.02,158.64,31.65,Dry,1
2020-02,Lettuce,189.59,158.64,31.65,Dry,1
2020-02,Cabbage,84.42,158.64,31.65,Dry,1
2020-02,Sitao,62.04,158.64,31.65,Dry,1
2020-02,Mungbean,109.97,158.64,31.65,Dry,1
2020-02,Winged_Bean,124.16,158.64,31.65,Dry,1
2020-02,Peanut,87.22,158.64,31.65,Dry,1
2020-02,Beans,63.53,158.64,31.65,Dry,1
2020-02,Hot_Pepper,242.13,158.64,31.65,Dry,1
2020-02,Pepper_Panigang,91.89,158.64,31.65,Dry,1
2020-02,Bell_Pepper,188.84,158.64,31.65,Dry,1
2020-02,Black_Pepper,400.77,158.64,31.65,Dry,1
2020-02,Ginger,189.85,158.64,31.65,Dry,1
2020-02,Turmeric,139.79,158.64,31.65,Dry,1
2020-02,Onion,181.91,158.64,31.65,Dry,1
2020-02,Garlic,249.45,158.64,31.65,Dry,1
2020-02,Lemon_Grass,54.28,158.64,31.65,Dry,1
2020-02,Gabi,42.25,158.64,31.65,Dry,1
2020-02,Bundo,56.78,158.64,31.65,Dry,1
2020-02,San_Fernando,45.29,158.64,31.65,Dry,1
2020-02,Camote,26.05,158.64,31.65,Dry,1
2020-02,Ubi,55.54,158.64,31.65,Dry,1
2020-02,Cassava,29,158.64,31.65,Dry,1
2020-02,Radish,35.67,158.64,31.65,Dry,1
2020-02,Turnips,25.34,158.64,31.65,Dry,1
2020-02,Banana_Saba,24.58,158.64,31.65,Dry,1
2020-02,Banana_Lakatan,94.51,158.64,31.65,Dry,1
2020-02,Calamansi,79.58,158.64,31.65,Dry,1
2020-02,Lanzones,133.37,158.64,31.65,Dry,1
2020-02,Rambutan,119.69,158.64,31.65,Dry,1
2020-02,Papaya,30.69,158.64,31.65,Dry,1
2020-02,Guyabano,91.18,158.64,31.65,Dry,1
2020-02,Pineapple,74.93,158.64,31.65,Dry,1
2020-02,Avocado,93.94,158.64,31.65,Dry,1
2020-02,Jackfruit,27.09,158.64,31.65,Dry,1
2020-02,Watermelon,23.68,158.64,31.65,Dry,1
2020-02,Melon,36.57,158.64,31.65,Dry,1
2020-02,Dragon_Fruit,197.56,158.64,31.65,Dry,1
2020-03,Palay,18.63,31.99,30.16,Dry,3
2020-03,Mais_White,11.64,31.99,30.16,Dry,3
2020-03,Mais_Yellow,19.05,31.99,30.16,Dry,3
2020-03,Eggplant,47.58,31.99,30.16,Dry,3
2020-03,Okra,76.79,31.99,30.16,Dry,3
2020-03,Tomato,54.46,31.99,30.16,Dry,3
2020-03,Ampalaya,63.76,31.99,30.16,Dry,3
2020-03,Squash,20.79,31.99,30.16,Dry,3
2020-03,Patola,45.81,31.99,30.16,Dry,3
2020-03,Upo,43.54,31.99,30.16,Dry,3
2020-03,Cucumber,32.93,31.99,30.16,Dry,3
2020-03,Pechay,64.27,31.99,30.16,Dry,3
2020-03,Mustard,59.99,31.99,30.16,Dry,3
2020-03,Kangkong,26.58,31.99,30.16,Dry,3
2020-03,Lettuce,191.48,31.99,30.16,Dry,3
2020-03,Cabbage,73.3,31.99,30.16,Dry,3
2020-03,Sitao,45.47,31.99,30.16,Dry,3
2020-03,Mungbean,65.21,31.99,30.16,Dry,3
2020-03,Winged_Bean,131.86,31.99,30.16,Dry,3
2020-03,Peanut,60.18,31.99,30.16,Dry,3
2020-03,Beans,91.7,31.99,30.16,Dry,3
2020-03,Hot_Pepper,236.28,31.99,30.16,Dry,3
2020-03,Pepper_Panigang,116.61,31.99,30.16,Dry,3
2020-03,Bell_Pepper,199.16,31.99,30.16,Dry,3
2020-03,Black_Pepper,470.7,31.99,30.16,Dry,3
2020-03,Ginger,188.16,31.99,30.16,Dry,3
2020-03,Turmeric,135.69,31.99,30.16,Dry,3
2020-03,Onion,124.16,31.99,30.16,Dry,3
2020-03,Garlic,202.42,31.99,30.16,Dry,3
2020-03,Lemon_Grass,57.64,31.99,30.16,Dry,3
2020-03,Gabi,56.41,31.99,30.16,Dry,3
2020-03,Bundo,55.9,31.99,30.16,Dry,3
2020-03,San_Fernando,33.44,31.99,30.16,Dry,3
2020-03,Camote,30.93,31.99,30.16,Dry,3
2020-03,Ubi,70.99,31.99,30.16,Dry,3
2020-03,Cassava,27.22,31.99,30.16,Dry,3
2020-03,Radish,32.88,31.99,30.16,Dry,3
2020-03,Turnips,28.22,31.99,30.16,Dry,3
2020-03,Banana_Saba,32.62,31.99,30.16,Dry,3
2020-03,Banana_Lakatan,68.78,31.99,30.16,Dry,3
2020-03,Calamansi,72.36,31.99,30.16,Dry,3
2020-03,Lanzones,106.67,31.99,30.16,Dry,3
2020-03,Rambutan,100.04,31.99,30.16,Dry,3
2020-03,Papaya,31.26,31.99,30.16,Dry,3
2020-03,Guyabano,77.63,31.99,30.16,Dry,3
2020-03,Pineapple,68.09,31.99,30.16,Dry,3
2020-03,Avocado,128.11,31.99,30.16,Dry,3
2020-03,Jackfruit,39.06,31.99,30.16,Dry,3
2020-03,Watermelon,31.68,31.99,30.16,Dry,3
2020-03,Melon,41.71,31.99,30.16,Dry,3
2020-03,Dragon_Fruit,170.28,31.99,30.16,Dry,3
2020-04,Palay,19.77,384.83,28.32,Dry,2
2020-04,Mais_White,15.5,384.83,28.32,Dry,2
2020-04,Mais_Yellow,13.97,384.83,28.32,Dry,2
2020-04,Eggplant,82.05,384.83,28.32,Dry,2
2020-04,Okra,60.04,384.83,28.32,Dry,2
2020-04,Tomato,67.63,384.83,28.32,Dry,2
2020-04,Ampalaya,103.22,384.83,28.32,Dry,2
2020-04,Squash,30.36,384.83,28.32,Dry,2
2020-04,Patola,51.62,384.83,28.32,Dry,2
2020-04,Upo,30.98,384.83,28.32,Dry,2
2020-04,Cucumber,64.58,384.83,28.32,Dry,2
2020-04,Pechay,79.41,384.83,28.32,Dry,2
2020-04,Mustard,66.93,384.83,28.32,Dry,2
2020-04,Kangkong,21.35,384.83,28.32,Dry,2
2020-04,Lettuce,122.15,384.83,28.32,Dry,2
2020-04,Cabbage,67.97,384.83,28.32,Dry,2
2020-04,Sitao,57.86,384.83,28.32,Dry,2
2020-04,Mungbean,95.06,384.83,28.32,Dry,2
2020-04,Winged_Bean,140.97,384.83,28.32,Dry,2
2020-04,Peanut,98.09,384.83,28.32,Dry,2
2020-04,Beans,64.63,384.83,28.32,Dry,2
2020-04,Hot_Pepper,260.53,384.83,28.32,Dry,2
2020-04,Pepper_Panigang,140.58,384.83,28.32,Dry,2
2020-04,Bell_Pepper,252.43,384.83,28.32,Dry,2
2020-04,Black_Pepper,467.42,384.83,28.32,Dry,2
2020-04,Ginger,123.15,384.83,28.32,Dry,2
2020-04,Turmeric,116.14,384.83,28.32,Dry,2
2020-04,Onion,102.25,384.83,28.32,Dry,2
2020-04,Garlic,224.46,384.83,28.32,Dry,2
2020-04,Lemon_Grass,27.42,384.83,28.32,Dry,2
2020-04,Gabi,48.69,384.83,28.32,Dry,2
2020-04,Bundo,36.58,384.83,28.32,Dry,2
2020-04,San_Fernando,39.92,384.83,28.32,Dry,2
2020-04,Camote,30.18,384.83,28.32,Dry,2
2020-04,Ubi,56.92,384.83,28.32,Dry,2
2020-04,Cassava,28.25,384.83,28.32,Dry,2
2020-04,Radish,36.5,384.83,28.32,Dry,2
2020-04,Turnips,36.79,384.83,28.32,Dry,2
2020-04,Banana_Saba,34.4,384.83,28.32,Dry,2
2020-04,Banana_Lakatan,82.2,384.83,28.32,Dry,2
2020-04,Calamansi,59.52,384.83,28.32,Dry,2
2020-04,Lanzones,103.47,384.83,28.32,Dry,2
2020-04,Rambutan,97.6,384.83,28.32,Dry,2
2020-04,Papaya,33.09,384.83,28.32,Dry,2
2020-04,Guyabano,97.22,384.83,28.32,Dry,2
2020-04,Pineapple,79.46,384.83,28.32,Dry,2
2020-04,Avocado,136.34,384.83,28.32,Dry,2
2020-04,Jackfruit,25.96,384.83,28.32,Dry,2
2020-04,Watermelon,26.5,384.83,28.32,Dry,2
2020-04,Melon,59.59,384.83,28.32,Dry,2
2020-04,Dragon_Fruit,209.54,384.83,28.32,Dry,2
2020-05,Palay,18.36,395.97,30.07,Wet,1
2020-05,Mais_White,13.22,395.97,30.07,Wet,1
2020-05,Mais_Yellow,14.79,395.97,30.07,Wet,1
2020-05,Eggplant,94.98,395.97,30.07,Wet,1
2020-05,Okra,69.12,395.97,30.07,Wet,1
2020-05,Tomato,65.28,395.97,30.07,Wet,1
2020-05,Ampalaya,103.47,395.97,30.07,Wet,1
2020-05,Squash,23.91,395.97,30.07,Wet,1
2020-05,Patola,69.88,395.97,30.07,Wet,1
2020-05,Upo,33.18,395.97,30.07,Wet,1
2020-05,Cucumber,31.1,395.97,30.07,Wet,1
2020-05,Pechay,40.16,395.97,30.07,Wet,1
2020-05,Mustard,57.8,395.97,30.07,Wet,1
2020-05,Kangkong,13.84,395.97,30.07,Wet,1
2020-05,Lettuce,166.98,395.97,30.07,Wet,1
2020-05,Cabbage,82.69,395.97,30.07,Wet,1
2020-05,Sitao,63.36,395.97,30.07,Wet,1
2020-05,Mungbean,103.43,395.97,30.07,Wet,1
2020-05,Winged_Bean,153.75,395.97,30.07,Wet,1
2020-05,Peanut,91.95,395.97,30.07,Wet,1
2020-05,Beans,96.99,395.97,30.07,Wet,1
2020-05,Hot_Pepper,242.31,395.97,30.07,Wet,1
2020-05,Pepper_Panigang,113.64,395.97,30.07,Wet,1
2020-05,Bell_Pepper,163.72,395.97,30.07,Wet,1
2020-05,Black_Pepper,565.65,395.97,30.07,Wet,1
2020-05,Ginger,115.82,395.97,30.07,Wet,1
2020-05,Turmeric,174.77,395.97,30.07,Wet,1
2020-05,Onion,179.81,395.97,30.07,Wet,1
2020-05,Garlic,147.91,395.97,30.07,Wet,1
2020-05,Lemon_Grass,29.05,395.97,30.07,Wet,1
2020-05,Gabi,39.36,395.97,30.07,Wet,1
2020-05,Bundo,41.84,395.97,30.07,Wet,1
2020-05,San_Fernando,48.81,395.97,30.07,Wet,1
2020-05,Camote,39.8,395.97,30.07,Wet,1
2020-05,Ubi,40.62,395.97,30.07,Wet,1
2020-05,Cassava,17.84,395.97,30.07,Wet,1
2020-05,Radish,28.31,395.97,30.07,Wet,1
2020-05,Turnips,25.64,395.97,30.07,Wet,1
2020-05,Banana_Saba,25,395.97,30.07,Wet,1
2020-05,Banana_Lakatan,88.34,395.97,30.07,Wet,1
2020-05,Calamansi,31.1,395.97,30.07,Wet,1
2020-05,Lanzones,123.17,395.97,30.07,Wet,1
2020-05,Rambutan,115.31,395.97,30.07,Wet,1
2020-05,Papaya,24.56,395.97,30.07,Wet,1
2020-05,Guyabano,64.03,395.97,30.07,Wet,1
2020-05,Pineapple,75.83,395.97,30.07,Wet,1
2020-05,Avocado,108.62,395.97,30.07,Wet,1
2020-05,Jackfruit,38.67,395.97,30.07,Wet,1
2020-05,Watermelon,38.93,395.97,30.07,Wet,1
2020-05,Melon,44.47,395.97,30.07,Wet,1
2020-05,Dragon_Fruit,216.62,395.97,30.07,Wet,1
2020-06,Palay,15.64,198.25,31.68,Wet,2
2020-06,Mais_White,11.23,198.25,31.68,Wet,2
2020-06,Mais_Yellow,14.14,198.25,31.68,Wet,2
2020-06,Eggplant,44.69,198.25,31.68,Wet,2
2020-06,Okra,60.54,198.25,31.68,Wet,2
2020-06,Tomato,55.63,198.25,31.68,Wet,2
2020-06,Ampalaya,65.95,198.25,31.68,Wet,2
2020-06,Squash,32.69,198.25,31.68,Wet,2
2020-06,Patola,52.2,198.25,31.68,Wet,2
2020-06,Upo,44.82,198.25,31.68,Wet,2
2020-06,Cucumber,45.17,198.25,31.68,Wet,2
2020-06,Pechay,60.31,198.25,31.68,Wet,2
2020-06,Mustard,56.82,198.25,31.68,Wet,2
2020-06,Kangkong,15.88,198.25,31.68,Wet,2
2020-06,Lettuce,148.48,198.25,31.68,Wet,2
2020-06,Cabbage,72.57,198.25,31.68,Wet,2
2020-06,Sitao,46.77,198.25,31.68,Wet,2
2020-06,Mungbean,95.99,198.25,31.68,Wet,2
2020-06,Winged_Bean,133.69,198.25,31.68,Wet,2
2020-06,Peanut,75.11,198.25,31.68,Wet,2
2020-06,Beans,79.95,198.25,31.68,Wet,2
2020-06,Hot_Pepper,175.1,198.25,31.68,Wet,2
2020-06,Pepper_Panigang,145.97,198.25,31.68,Wet,2
2020-06,Bell_Pepper,257.41,198.25,31.68,Wet,2
2020-06,Black_Pepper,428.49,198.25,31.68,Wet,2
2020-06,Ginger,111.59,198.25,31.68,Wet,2
2020-06,Turmeric,181.76,198.25,31.68,Wet,2
2020-06,Onion,122.82,198.25,31.68,Wet,2
2020-06,Garlic,224.39,198.25,31.68,Wet,2
2020-06,Lemon_Grass,57.87,198.25,31.68,Wet,2
2020-06,Gabi,59.53,198.25,31.68,Wet,2
2020-06,Bundo,44.53,198.25,31.68,Wet,2
2020-06,San_Fernando,32,198.25,31.68,Wet,2
2020-06,Camote,26.12,198.25,31.68,Wet,2
2020-06,Ubi,44.12,198.25,31.68,Wet,2
2020-06,Cassava,22.29,198.25,31.68,Wet,2
2020-06,Radish,29.81,198.25,31.68,Wet,2
2020-06,Turnips,29.8,198.25,31.68,Wet,2
2020-06,Banana_Saba,24.18,198.25,31.68,Wet,2
2020-06,Banana_Lakatan,78.81,198.25,31.68,Wet,2
2020-06,Calamansi,67.37,198.25,31.68,Wet,2
2020-06,Lanzones,118.83,198.25,31.68,Wet,2
2020-06,Rambutan,87.5,198.25,31.68,Wet,2
2020-06,Papaya,34.89,198.25,31.68,Wet,2
2020-06,Guyabano,90.92,198.25,31.68,Wet,2
2020-06,Pineapple,72.33,198.25,31.68,Wet,2
2020-06,Avocado,130.17,198.25,31.68,Wet,2
2020-06,Jackfruit,34.25,198.25,31.68,Wet,2
2020-06,Watermelon,29.49,198.25,31.68,Wet,2
2020-06,Melon,35.62,198.25,31.68,Wet,2
2020-06,Dragon_Fruit,210.03,198.25,31.68,Wet,2
2020-07,Palay,19.75,337.68,31.97,Wet,3
2020-07,Mais_White,12.46,337.68,31.97,Wet,3
2020-07,Mais_Yellow,12.18,337.68,31.97,Wet,3
2020-07,Eggplant,97.14,337.68,31.97,Wet,3
2020-07,Okra,60.79,337.68,31.97,Wet,3
2020-07,Tomato,67.33,337.68,31.97,Wet,3
2020-07,Ampalaya,71.97,337.68,31.97,Wet,3
2020-07,Squash,35.07,337.68,31.97,Wet,3
2020-07,Patola,58.22,337.68,31.97,Wet,3
2020-07,Upo,32.02,337.68,31.97,Wet,3
2020-07,Cucumber,42.11,337.68,31.97,Wet,3
2020-07,Pechay,48.62,337.68,31.97,Wet,3
2020-07,Mustard,45.75,337.68,31.97,Wet,3
2020-07,Kangkong,13.93,337.68,31.97,Wet,3
2020-07,Lettuce,190.28,337.68,31.97,Wet,3
2020-07,Cabbage,66.03,337.68,31.97,Wet,3
2020-07,Sitao,75.09,337.68,31.97,Wet,3
2020-07,Mungbean,69.69,337.68,31.97,Wet,3
2020-07,Winged_Bean,138.75,337.68,31.97,Wet,3
2020-07,Peanut,95.08,337.68,31.97,Wet,3
2020-07,Beans,70.4,337.68,31.97,Wet,3
2020-07,Hot_Pepper,242.04,337.68,31.97,Wet,3
2020-07,Pepper_Panigang,106.84,337.68,31.97,Wet,3
2020-07,Bell_Pepper,154.26,337.68,31.97,Wet,3
2020-07,Black_Pepper,506.23,337.68,31.97,Wet,3
2020-07,Ginger,187.22,337.68,31.97,Wet,3
2020-07,Turmeric,182.77,337.68,31.97,Wet,3
2020-07,Onion,196.82,337.68,31.97,Wet,3
2020-07,Garlic,217.69,337.68,31.97,Wet,3
2020-07,Lemon_Grass,26,337.68,31.97,Wet,3
2020-07,Gabi,30.72,337.68,31.97,Wet,3
2020-07,Bundo,36.87,337.68,31.97,Wet,3
2020-07,San_Fernando,46.89,337.68,31.97,Wet,3
2020-07,Camote,31.18,337.68,31.97,Wet,3
2020-07,Ubi,63.79,337.68,31.97,Wet,3
2020-07,Cassava,16.7,337.68,31.97,Wet,3
2020-07,Radish,23.68,337.68,31.97,Wet,3
2020-07,Turnips,27.24,337.68,31.97,Wet,3
2020-07,Banana_Saba,28.37,337.68,31.97,Wet,3
2020-07,Banana_Lakatan,70.89,337.68,31.97,Wet,3
2020-07,Calamansi,39.88,337.68,31.97,Wet,3
2020-07,Lanzones,115.65,337.68,31.97,Wet,3
2020-07,Rambutan,60.12,337.68,31.97,Wet,3
2020-07,Papaya,32.5,337.68,31.97,Wet,3
2020-07,Guyabano,79.54,337.68,31.97,Wet,3
2020-07,Pineapple,77.56,337.68,31.97,Wet,3
2020-07,Avocado,86.58,337.68,31.97,Wet,3
2020-07,Jackfruit,28.56,337.68,31.97,Wet,3
2020-07,Watermelon,22.89,337.68,31.97,Wet,3
2020-07,Melon,44.52,337.68,31.97,Wet,3
2020-07,Dragon_Fruit,196.47,337.68,31.97,Wet,3
2020-08,Palay,22.56,178.58,33.84,Wet,2
2020-08,Mais_White,10.97,178.58,33.84,Wet,2
2020-08,Mais_Yellow,18.28,178.58,33.84,Wet,2
2020-08,Eggplant,46.92,178.58,33.84,Wet,2
2020-08,Okra,75.52,178.58,33.84,Wet,2
2020-08,Tomato,46.9,178.58,33.84,Wet,2
2020-08,Ampalaya,105.07,178.58,33.84,Wet,2
2020-08,Squash,30.68,178.58,33.84,Wet,2
2020-08,Patola,56.31,178.58,33.84,Wet,2
2020-08,Upo,30.51,178.58,33.84,Wet,2
2020-08,Cucumber,52.83,178.58,33.84,Wet,2
2020-08,Pechay,61.62,178.58,33.84,Wet,2
2020-08,Mustard,69.43,178.58,33.84,Wet,2
2020-08,Kangkong,21.68,178.58,33.84,Wet,2
2020-08,Lettuce,147.06,178.58,33.84,Wet,2
2020-08,Cabbage,71.16,178.58,33.84,Wet,2
2020-08,Sitao,64.28,178.58,33.84,Wet,2
2020-08,Mungbean,94.38,178.58,33.84,Wet,2
2020-08,Winged_Bean,109.56,178.58,33.84,Wet,2
2020-08,Peanut,87.11,178.58,33.84,Wet,2
2020-08,Beans,51.61,178.58,33.84,Wet,2
2020-08,Hot_Pepper,242.73,178.58,33.84,Wet,2
2020-08,Pepper_Panigang,127.65,178.58,33.84,Wet,2
2020-08,Bell_Pepper,278.35,178.58,33.84,Wet,2
2020-08,Black_Pepper,338.03,178.58,33.84,Wet,2
2020-08,Ginger,81.91,178.58,33.84,Wet,2
2020-08,Turmeric,154.3,178.58,33.84,Wet,2
2020-08,Onion,52.36,178.58,33.84,Wet,2
2020-08,Garlic,218.67,178.58,33.84,Wet,2
2020-08,Lemon_Grass,49.04,178.58,33.84,Wet,2
2020-08,Gabi,34.25,178.58,33.84,Wet,2
2020-08,Bundo,43.79,178.58,33.84,Wet,2
2020-08,San_Fernando,31.61,178.58,33.84,Wet,2
2020-08,Camote,27.85,178.58,33.84,Wet,2
2020-08,Ubi,71.95,178.58,33.84,Wet,2
2020-08,Cassava,21.42,178.58,33.84,Wet,2
2020-08,Radish,34.79,178.58,33.84,Wet,2
2020-08,Turnips,33.47,178.58,33.84,Wet,2
2020-08,Banana_Saba,30.3,178.58,33.84,Wet,2
2020-08,Banana_Lakatan,90.38,178.58,33.84,Wet,2
2020-08,Calamansi,79.02,178.58,33.84,Wet,2
2020-08,Lanzones,136.79,178.58,33.84,Wet,2
2020-08,Rambutan,91.08,178.58,33.84,Wet,2
2020-08,Papaya,20.14,178.58,33.84,Wet,2
2020-08,Guyabano,90.39,178.58,33.84,Wet,2
2020-08,Pineapple,67.97,178.58,33.84,Wet,2
2020-08,Avocado,107.5,178.58,33.84,Wet,2
2020-08,Jackfruit,23.93,178.58,33.84,Wet,2
2020-08,Watermelon,25.24,178.58,33.84,Wet,2
2020-08,Melon,46.5,178.58,33.84,Wet,2
2020-08,Dragon_Fruit,231.23,178.58,33.84,Wet,2
2020-09,Palay,17.75,154.79,33.5,Wet,3
2020-09,Mais_White,17.67,154.79,33.5,Wet,3
2020-09,Mais_Yellow,15.99,154.79,33.5,Wet,3
2020-09,Eggplant,83.31,154.79,33.5,Wet,3
2020-09,Okra,111.03,154.79,33.5,Wet,3
2020-09,Tomato,36.58,154.79,33.5,Wet,3
2020-09,Ampalaya,85.87,154.79,33.5,Wet,3
2020-09,Squash,38.61,154.79,33.5,Wet,3
2020-09,Patola,63.47,154.79,33.5,Wet,3
2020-09,Upo,58.87,154.79,33.5,Wet,3
2020-09,Cucumber,51.38,154.79,33.5,Wet,3
2020-09,Pechay,59.17,154.79,33.5,Wet,3
2020-09,Mustard,54.04,154.79,33.5,Wet,3
2020-09,Kangkong,17.75,154.79,33.5,Wet,3
2020-09,Lettuce,131.44,154.79,33.5,Wet,3
2020-09,Cabbage,79.7,154.79,33.5,Wet,3
2020-09,Sitao,64.5,154.79,33.5,Wet,3
2020-09,Mungbean,69.84,154.79,33.5,Wet,3
2020-09,Winged_Bean,120.95,154.79,33.5,Wet,3
2020-09,Peanut,83.22,154.79,33.5,Wet,3
2020-09,Beans,80.65,154.79,33.5,Wet,3
2020-09,Hot_Pepper,214.84,154.79,33.5,Wet,3
2020-09,Pepper_Panigang,103.64,154.79,33.5,Wet,3
2020-09,Bell_Pepper,265.55,154.79,33.5,Wet,3
2020-09,Black_Pepper,434.99,154.79,33.5,Wet,3
2020-09,Ginger,110.78,154.79,33.5,Wet,3
2020-09,Turmeric,101.54,154.79,33.5,Wet,3
2020-09,Onion,159.26,154.79,33.5,Wet,3
2020-09,Garlic,114.88,154.79,33.5,Wet,3
2020-09,Lemon_Grass,52.98,154.79,33.5,Wet,3
2020-09,Gabi,38.24,154.79,33.5,Wet,3
2020-09,Bundo,57.02,154.79,33.5,Wet,3
2020-09,San_Fernando,57.63,154.79,33.5,Wet,3
2020-09,Camote,28.14,154.79,33.5,Wet,3
2020-09,Ubi,79.81,154.79,33.5,Wet,3
2020-09,Cassava,18.24,154.79,33.5,Wet,3
2020-09,Radish,38.82,154.79,33.5,Wet,3
2020-09,Turnips,37.57,154.79,33.5,Wet,3
2020-09,Banana_Saba,33.22,154.79,33.5,Wet,3
2020-09,Banana_Lakatan,91.95,154.79,33.5,Wet,3
2020-09,Calamansi,79.85,154.79,33.5,Wet,3
2020-09,Lanzones,129.02,154.79,33.5,Wet,3
2020-09,Rambutan,113.87,154.79,33.5,Wet,3
2020-09,Papaya,35.6,154.79,33.5,Wet,3
2020-09,Guyabano,74.6,154.79,33.5,Wet,3
2020-09,Pineapple,50.63,154.79,33.5,Wet,3
2020-09,Avocado,125.92,154.79,33.5,Wet,3
2020-09,Jackfruit,23.11,154.79,33.5,Wet,3
2020-09,Watermelon,20.42,154.79,33.5,Wet,3
2020-09,Melon,39.57,154.79,33.5,Wet,3
2020-09,Dragon_Fruit,218.41,154.79,33.5,Wet,3
2020-10,Palay,20.72,351.93,31.5,Wet,3
2020-10,Mais_White,10.18,351.93,31.5,Wet,3
2020-10,Mais_Yellow,17.4,351.93,31.5,Wet,3
2020-10,Eggplant,108.04,351.93,31.5,Wet,3
2020-10,Okra,91.57,351.93,31.5,Wet,3
2020-10,Tomato,56.91,351.93,31.5,Wet,3
2020-10,Ampalaya,118.69,351.93,31.5,Wet,3
2020-10,Squash,39.1,351.93,31.5,Wet,3
2020-10,Patola,56.68,351.93,31.5,Wet,3
2020-10,Upo,34.88,351.93,31.5,Wet,3
2020-10,Cucumber,32.52,351.93,31.5,Wet,3
2020-10,Pechay,41.85,351.93,31.5,Wet,3
2020-10,Mustard,42.23,351.93,31.5,Wet,3
2020-10,Kangkong,24.59,351.93,31.5,Wet,3
2020-10,Lettuce,191.32,351.93,31.5,Wet,3
2020-10,Cabbage,70.05,351.93,31.5,Wet,3
2020-10,Sitao,51.74,351.93,31.5,Wet,3
2020-10,Mungbean,111.28,351.93,31.5,Wet,3
2020-10,Winged_Bean,124.19,351.93,31.5,Wet,3
2020-10,Peanut,76.52,351.93,31.5,Wet,3
2020-10,Beans,79.83,351.93,31.5,Wet,3
2020-10,Hot_Pepper,241.79,351.93,31.5,Wet,3
